ncbi_id,gene_name,ensembl_id
557680,plpp3,ENSDARG00000059933
794598,,ENSDARG00000079790
100150463,dgke,ENSDARG00000104793
553380,dgkza,ENSDARG00000014439
724010,dgkaa,ENSDARG00000060626
567728,,ENSDARG00000062696
406734,agpat3,ENSDARG00000036549
572841,mboat1,ENSDARG00000029356
406554,lclat1,ENSDARG00000103320
570695,mboat2a,ENSDARG00000031845
777624,agpat2,ENSDARG00000101139
406265,agpat4,ENSDARG00000069044
767778,agpat5,ENSDARG00000063187
492477,mvk,ENSDARG00000004130
393096,lipg,ENSDARG00000031044
393997,lipca,ENSDARG00000053476
100148912,aadac,ENSDARG00000063621
325875,dgat1a,ENSDARG00000103503
565316,dgat2,ENSDARG00000018846
799964,ptgesl,ENSDARG00000068415
544666,ptges,ENSDARG00000020136
336492,ptgdsb.1,ENSDARG00000027088
559148,ptgis,ENSDARG00000060094
792041,tbxas1,ENSDARG00000002249
100144569,dpys,ENSDARG00000079543
394052,ftcd,ENSDARG00000007421
402826,si:ch73-71d17.1,ENSDARG00000007366
450000,amt,ENSDARG00000010862
100332843,mthfs,ENSDARG00000104487
64674,mibp,ENSDARG00000101362
386710,mibp2,ENSDARG00000101844
541321,nmrk1,ENSDARG00000037913
449537,hsd17b2,ENSDARG00000045553
327417,hsd17b12a,ENSDARG00000015709
322626,hsd17b12b,ENSDARG00000035872
768185,hsd17b7,ENSDARG00000088140
402842,hsd17b1,ENSDARG00000027469
541429,aoc2,ENSDARG00000014646
436959,blvrb,ENSDARG00000096829
767661,blvra,ENSDARG00000059857
572649,bbox1,ENSDARG00000036135
436989,allc,ENSDARG00000042562
494056,zgc:103559,ENSDARG00000038293
100037312,sgpl1,ENSDARG00000061375
406474,adob,ENSDARG00000053571
436771,hccsa.1,ENSDARG00000028131
58016,hccsb,ENSDARG00000099358
393860,gcdha,ENSDARG00000037057
259189,hgd,ENSDARG00000058005
368213,glo1,ENSDARG00000068978
100332609,,ENSDARG00000116039
565370,comtb,ENSDARG00000025679
30505,dbh,ENSDARG00000069446
556700,smpd1,ENSDARG00000076121
557756,enpp7.1,ENSDARG00000053526
567592,smpd5,ENSDARG00000059811
567548,smpd2a,ENSDARG00000040523
797914,smpd2b,ENSDARG00000052701
568381,smpd3,ENSDARG00000098226
793294,smpd4,ENSDARG00000020730
557817,enpp7.2,ENSDARG00000053525
569930,zgc:153896,ENSDARG00000003977
337696,cbr1l,ENSDARG00000021149
373866,cbr1,ENSDARG00000036587
751596,cryl1,ENSDARG00000003675
541388,dbt,ENSDARG00000101561
492518,haao,ENSDARG00000076487
553401,hadhaa,ENSDARG00000057128
368912,echs1,ENSDARG00000001578
793834,hadhab,ENSDARG00000060594
571967,ido1,ENSDARG00000033594
327453,pfkfb1,ENSDARG00000037140
664696,tigara,ENSDARG00000051749
564852,pfkfb2b,ENSDARG00000002037
393983,pfkfb2a,ENSDARG00000023840
556190,pfkfb4a,ENSDARG00000055540
386663,pfkfb4b,ENSDARG00000029075
393160,tigarb,ENSDARG00000045858
554477,pfkfb3,ENSDARG00000001953
570579,g6pd,ENSDARG00000071065
246095,gpib,ENSDARG00000103826
246094,gpia,ENSDARG00000012987
406278,ggctb,ENSDARG00000005085
560986,pnpla6,ENSDARG00000010773
393722,lypla2,ENSDARG00000053656
503936,pnpla7b,ENSDARG00000040002
334270,agk,ENSDARG00000009837
553804,mcee,ENSDARG00000045428
568096,olah,ENSDARG00000058502
322228,bhmt,ENSDARG00000013430
324900,txndc12,ENSDARG00000038980
100333777,hsd11b1lb,ENSDARG00000110341
80872,sms,ENSDARG00000008155
799528,sqlea,ENSDARG00000079946
30685,aanat2,ENSDARG00000079802
393677,aanat1,ENSDARG00000036567
556744,uroc1,ENSDARG00000070394
556702,yars2,ENSDARG00000077299
368235,yars1,ENSDARG00000035913
393487,pank4,
565059,pank1b,ENSDARG00000010098
394114,kdsr,ENSDARG00000012021
792787,aars2,ENSDARG00000107385
324940,aars1,ENSDARG00000069142
406799,sdr16c5b,ENSDARG00000017794
406575,lta4h,ENSDARG00000006029
100003999,eevs,ENSDARG00000087873
796025,zgc:162544,ENSDARG00000093235
100141344,asmt,ENSDARG00000098249
798364,hibch,ENSDARG00000054867
404731,uros,ENSDARG00000027491
352929,gpx4b,ENSDARG00000076836
352928,gpx4a,ENSDARG00000068478
436754,gstz1,ENSDARG00000027984
30617,urod,ENSDARG00000006818
795400,lss,ENSDARG00000061274
569363,tpo,
321294,cpox,ENSDARG00000062025
664750,ppox,ENSDARG00000102167
393887,wwox,ENSDARG00000007614
402945,dhrs13l1,ENSDARG00000098746
568001,pfkmb,ENSDARG00000060797
560944,pfkpa,ENSDARG00000028000
570106,pfkla,ENSDARG00000060504
447836,pfkma,ENSDARG00000014179
561416,pfkpb,ENSDARG00000012801
100003383,pmvk,ENSDARG00000070798
393753,ppcdc,ENSDARG00000033020
447891,sc5d,ENSDARG00000044642
100006223,si:dkey-266f7.9,ENSDARG00000075958
436600,ebp,ENSDARG00000046098
393912,b4galt6,ENSDARG00000010301
556956,pi4kaa,ENSDARG00000076724
406667,pi4k2a,ENSDARG00000033666
563201,pi4kb,ENSDARG00000040111
564750,pi4k2b,ENSDARG00000013881
548346,pik3c3,ENSDARG00000054829
100330514,pik3c2g,
571356,pik3c2a,ENSDARG00000060841
100036767,plod2,ENSDARG00000011821
556077,plod3,ENSDARG00000076317
777635,plod1a,ENSDARG00000059746
567859,colgalt1b,ENSDARG00000058270
100003546,colgalt2,ENSDARG00000014670
555899,si:ch211-160o17.2,ENSDARG00000002897
100037338,inpp5ka,ENSDARG00000099563
569568,,
641571,inpp5l,ENSDARG00000053878
563343,prune,ENSDARG00000076246
406290,itpk1a,ENSDARG00000013056
100148744,itpk1b,ENSDARG00000070583
563019,itpkb,ENSDARG00000010059
368717,itpka,ENSDARG00000042856
394075,minpp1b,ENSDARG00000045172
337489,plcd1b,ENSDARG00000034080
568288,plce1,ENSDARG00000087921
100001532,plcb3,ENSDARG00000068246
373867,plcg1,ENSDARG00000038442
555443,plcd1a,ENSDARG00000059123
565669,plcd4a,ENSDARG00000057975
561747,plcg2,ENSDARG00000068763
569040,plcd3a,ENSDARG00000052957
555271,tmlhe,ENSDARG00000077547
492549,pip5k1ab,ENSDARG00000024642
449831,pip5k1ba,ENSDARG00000044295
100149843,pip5kl1,ENSDARG00000060946
447840,pip5k1bb,ENSDARG00000006508
798876,pip5k1ca,ENSDARG00000076001
553629,pip5k1aa,ENSDARG00000100396
406736,mgst3a,ENSDARG00000102744
100124622,gsta.2,
324366,gstm.1,ENSDARG00000042533
563972,gstt1a,ENSDARG00000042428
431762,mgst1.2,ENSDARG00000022165
799288,,
406703,gsta.1,ENSDARG00000090228
436833,gstk1,ENSDARG00000056510
79381,gstp1,ENSDARG00000104068
436894,gsto1,ENSDARG00000022183
553169,gstp2,ENSDARG00000103019
723997,mgst2,ENSDARG00000071345
568744,gstm.3,ENSDARG00000088116
571365,gstm.2,ENSDARG00000029473
567275,mgst3b,ENSDARG00000033364
449784,mgst1.1,ENSDARG00000032618
566872,l2hgdh,ENSDARG00000060500
324947,sephs1,ENSDARG00000058292
352933,sephs3,
559537,scly,ENSDARG00000073813
563369,cyp2r1,ENSDARG00000056587
406385,galcb,ENSDARG00000016474
449649,galca,ENSDARG00000037064
393589,rars2,ENSDARG00000032277
337070,rars1,ENSDARG00000054530
561673,nars2,ENSDARG00000098441
568332,nars,ENSDARG00000061100
555187,cars2,ENSDARG00000078546
368284,cars1,ENSDARG00000036164
394188,qars1,ENSDARG00000010316
337230,gars,ENSDARG00000059070
447847,hars,ENSDARG00000003693
100001219,iars2,ENSDARG00000044134
334393,iars1,ENSDARG00000007955
100126021,lars2,ENSDARG00000075337
569778,larsb,ENSDARG00000019280
280647,kars1,ENSDARG00000103799
566565,mars2,ENSDARG00000009218
338183,mars1,ENSDARG00000034396
793097,fars2,ENSDARG00000091247
493608,farsb,ENSDARG00000016864
692329,farsa,ENSDARG00000098825
325494,pars2,ENSDARG00000044404
562037,eprs1,ENSDARG00000060494
445405,sars1,ENSDARG00000008237
394154,sars2,ENSDARG00000102736
449661,tars1,ENSDARG00000013250
393745,wars1,ENSDARG00000104659
503745,wars2,ENSDARG00000011801
100170827,vars2,ENSDARG00000056717
114427,vars1,ENSDARG00000044575
58074,dct,ENSDARG00000006008
791518,hmox1a,ENSDARG00000027529
393839,scp2a,ENSDARG00000012194
399479,dldh,ENSDARG00000008785
100037390,cyp4f3,
402830,ehmt1b,ENSDARG00000026634
560793,kmt2ca,ENSDARG00000079312
560856,kmt2ba,ENSDARG00000062962
564575,setmar,ENSDARG00000074836
445198,suv39h1a,ENSDARG00000026799
567970,setd1ba,ENSDARG00000060847
325395,kmt2e,
768133,ezh2,ENSDARG00000010571
100000709,nsd2,ENSDARG00000026225
563799,ash1l,ENSDARG00000070981
569041,kmt5c,ENSDARG00000075461
751629,kmt5aa,ENSDARG00000105231
335153,setdb2,
569250,ehmt2,ENSDARG00000102325
559945,dot1l,ENSDARG00000061992
571274,setd1bb,ENSDARG00000077244
768131,setdb1b,ENSDARG00000099021
664754,ezh1,ENSDARG00000037894
326906,suv39h1b,ENSDARG00000055753
436729,setd7,ENSDARG00000038858
557048,kmt2a,ENSDARG00000004537
100005761,ehmt1a,ENSDARG00000068157
100006350,whsc1l1,ENSDARG00000062765
572849,kmt5b,ENSDARG00000041081
556535,setd1a,ENSDARG00000060030
556086,nsd1a,ENSDARG00000060016
100004770,kmt5ab,ENSDARG00000104114
566825,kmt2bb,ENSDARG00000060697
556680,mtfmt,ENSDARG00000005448
793735,gal3st1a,ENSDARG00000062711
559850,neu1,ENSDARG00000008832
793046,neu3.4,ENSDARG00000096381
100000684,neu3.5,ENSDARG00000096368
780844,neu3.1,ENSDARG00000096382
445250,neu3.2,ENSDARG00000010047
555206,neu3.3,ENSDARG00000058327
553569,neu4,ENSDARG00000057677
368775,ivd,ENSDARG00000042853
777632,mccc1,ENSDARG00000102538
405863,mccc2,ENSDARG00000017571
58141,gart,
327512,psat1,ENSDARG00000016733
321193,paics,ENSDARG00000033539
561272,ppcs,ENSDARG00000061889
406624,ggh,ENSDARG00000037176
327462,hsd3b7,ENSDARG00000036966
100073330,pts,
386801,agps,ENSDARG00000042821
557166,acmsd,ENSDARG00000062549
564649,osxm,ENSDARG00000098855
560006,inpp4b,ENSDARG00000075201
792527,inpp4ab,ENSDARG00000070995
559403,acaca,ENSDARG00000078512
556236,acacb,ENSDARG00000061994
337236,synj1,ENSDARG00000025011
777716,ocrl,ENSDARG00000078106
563543,inpp5b,ENSDARG00000103683
606579,inpp5e,ENSDARG00000103926
100002302,mri1,ENSDARG00000075754
394033,pafah1b3,ENSDARG00000058047
406470,pla2g7,ENSDARG00000003584
567170,pafah1b2,ENSDARG00000035352
570437,pfas,ENSDARG00000003750
561737,pik3ca,ENSDARG00000075456
394174,pik3cd,ENSDARG00000003250
564261,si:rp71-17i16.5,ENSDARG00000037527
406598,pik3cg,ENSDARG00000017757
100002263,pik3cb,ENSDARG00000075253
574009,alpi.2,ENSDARG00000053774
393982,alpl,ENSDARG00000015546
541539,alpi.1,ENSDARG00000015273
436918,eci2,ENSDARG00000102412
550325,naa40,ENSDARG00000024109
795106,cyp27a1.2,ENSDARG00000069186
565876,si:dkey-91i10.3,ENSDARG00000057262
445281,cyp8b1,ENSDARG00000053068
541416,arsa,ENSDARG00000042270
30659,dnmt3bb.2,ENSDARG00000057830
30430,dnmt1,ENSDARG00000030756
553189,dnmt3ab,ENSDARG00000015566
321084,dnmt3ba,ENSDARG00000052402
317744,dnmt3bb.1,ENSDARG00000036791
553187,dnmt3aa,ENSDARG00000005394
751691,coq6,ENSDARG00000060380
447802,coq5,ENSDARG00000035618
559504,coq7,ENSDARG00000062594
100037331,coq2,ENSDARG00000059510
394135,hibadhb,ENSDARG00000007959
541511,ippk,ENSDARG00000003446
557077,mmab,ENSDARG00000068344
406468,dhdds,ENSDARG00000039851
571144,dars2,ENSDARG00000060861
324025,dars1,ENSDARG00000070043
751732,zgc:153247,ENSDARG00000103099
494054,tm7sf2,ENSDARG00000032816
414331,cyp51,ENSDARG00000042641
494077,tsta3,ENSDARG00000039666
790916,ipmkb,ENSDARG00000029291
337690,pikfyve,ENSDARG00000056112
560360,pip4k2aa,ENSDARG00000003776
373124,pip4k2ca,ENSDARG00000031020
494099,ephx2,ENSDARG00000040255
796410,fut9a,ENSDARG00000016460
570248,galnt2,ENSDARG00000003829
100170813,galnt18a,ENSDARG00000100889
553668,galnt7,ENSDARG00000057303
558716,galnt11,ENSDARG00000063636
559073,galnt1,ENSDARG00000061335
568915,si:ch211-15e22.3,ENSDARG00000040048
567794,galnt17,ENSDARG00000042418
562739,galnt14,ENSDARG00000023448
559373,galnt8b.1,ENSDARG00000045851
559736,galnt12,ENSDARG00000055490
799387,galnt16,ENSDARG00000053190
797549,galnt9,ENSDARG00000006832
337131,c1galt1b,ENSDARG00000055561
557675,c1galt1a,ENSDARG00000055585
555344,si:dkey-202e17.1,ENSDARG00000062278
564336,st6galnac1.1,ENSDARG00000043814
324510,gcnt4a,ENSDARG00000035198
100332076,gcnt3,ENSDARG00000060471
445562,st3gal2,ENSDARG00000112898
504044,st3gal4,ENSDARG00000041006
791759,piga,ENSDARG00000041040
100136853,pigw,ENSDARG00000079244
570443,pigx,ENSDARG00000063559
393361,pigm,ENSDARG00000024277
556797,pign,ENSDARG00000077532
393448,pigb,ENSDARG00000105011
563446,xylt2,ENSDARG00000059557
560951,xylt1,ENSDARG00000061248
445022,b4galt7,ENSDARG00000021899
572324,b3galt6,ENSDARG00000038414
192334,b3gat3,ENSDARG00000001939
548607,b3gat1a,ENSDARG00000040547
445060,b3gat2,ENSDARG00000030733
560826,csgalnact2,ENSDARG00000061400
793671,csgalnact1a,ENSDARG00000040535
558373,extl2,ENSDARG00000063191
493783,extl3,ENSDARG00000026811
324407,chsy1,ENSDARG00000079027
100000654,chpf2,ENSDARG00000059961
100331155,chpfa,ENSDARG00000078392
497279,ext1a,ENSDARG00000103155
497280,ext1b,ENSDARG00000101019
497281,ext1c,
493780,ext2,ENSDARG00000056648
394230,st3gal5,ENSDARG00000037556
793635,b4galnt1b,ENSDARG00000077352
553210,st8sia1,ENSDARG00000098221
407715,st6galnac6,
322609,st6galnac3,ENSDARG00000058473
563594,st6galnac5a,ENSDARG00000039220
751653,st6galnac4,ENSDARG00000100804
387303,gbgt1l4,ENSDARG00000068503
560778,naga,ENSDARG00000099313
566539,dpagt1,ENSDARG00000061061
450072,alg14,ENSDARG00000103093
791470,b3gnt5b,ENSDARG00000004396
336526,b3gnt5a,ENSDARG00000018971
334161,alg1,ENSDARG00000054963
403068,alg2,ENSDARG00000070399
793362,b3gnt2b,ENSDARG00000091902
266797,stt3a,ENSDARG00000104953
556544,si:dkey-199f5.8,ENSDARG00000018853
492760,b4galt4,ENSDARG00000104042
561756,b4galt3,ENSDARG00000062329
567913,mogs,ENSDARG00000060252
100334730,ganab,ENSDARG00000076811
566078,man1a1,ENSDARG00000005652
335538,man1a2,ENSDARG00000041728
562592,man1b1a,ENSDARG00000073792
556237,man1b1b,ENSDARG00000076592
393649,mgat1a,ENSDARG00000012407
558524,mgat1b,ENSDARG00000036065
100333987,man2a2,ENSDARG00000063101
100000478,mgat2,ENSDARG00000052408
570828,mgat3b,ENSDARG00000036619
553676,mgat3a,ENSDARG00000038069
431727,mgat4b,ENSDARG00000004115
563038,mgat4a,ENSDARG00000063330
797512,fut8a,ENSDARG00000015449
445376,st6gal1,ENSDARG00000044514
403116,st6gal2a,ENSDARG00000039335
724006,mgat5,ENSDARG00000071506
559521,b3galt1a,ENSDARG00000079700
571003,b3galt1b,
100331460,,
565422,,ENSDARG00000073723
798349,zgc:194330,ENSDARG00000061432
404633,b3galt2,ENSDARG00000102061
100003996,si:ch73-195i19.3,ENSDARG00000097795
100333524,,ENSDARG00000104926
407614,alg11,ENSDARG00000031202
407659,st3gal3b,ENSDARG00000015252
553725,alg3,ENSDARG00000053155
393598,alg9,ENSDARG00000012840
569494,alg12,ENSDARG00000041199
445327,alg6,ENSDARG00000017617
327601,alg8,ENSDARG00000044627
100331575,alg10,ENSDARG00000053917
327507,tgds,
751742,uraha,ENSDARG00000100719
557735,urad,ENSDARG00000071579
100002812,phospho1,ENSDARG00000008403
554122,pon3.1,ENSDARG00000040290
568655,pon3.2,ENSDARG00000097789
394043,ephx1,ENSDARG00000042854
677660,retsatl,ENSDARG00000034989
325922,retsat,ENSDARG00000018600
777751,zgc:154169,ENSDARG00000070140
553543,cyp46a1.1,ENSDARG00000012137
564475,cyp39a1,ENSDARG00000017982
570455,cyp7b1,ENSDARG00000008858
336673,ch25hl1.1,ENSDARG00000039381
494109,ch25h,ENSDARG00000045190
324079,adi1,ENSDARG00000020448
100004136,ptdss2,ENSDARG00000101018
393931,ptdss1a,ENSDARG00000012588
791915,enpp6,ENSDARG00000040469
100332039,enpp2,ENSDARG00000011257
447941,apip,ENSDARG00000003132
561410,tat,ENSDARG00000069630
447919,aspdh,ENSDARG00000038297
553384,cox10,ENSDARG00000034309
394181,cox15,ENSDARG00000075933
562714,nfs1,ENSDARG00000062237
550369,nsdhl,ENSDARG00000099315
406828,faxdc2,ENSDARG00000023820
406662,msmo1,ENSDARG00000055876
569769,pomt1,ENSDARG00000067670
563878,pomt2,ENSDARG00000055027
724080,b4galt5,ENSDARG00000037815
317738,elovl6,ENSDARG00000004402
664765,lipt2,ENSDARG00000069852
393528,lias,ENSDARG00000022845
334494,lipt1,ENSDARG00000025233
791159,galns,ENSDARG00000051853
566506,gnsa,ENSDARG00000023766
327635,gnsb,ENSDARG00000098296
563020,hpse,ENSDARG00000063634
562573,hpse2,ENSDARG00000078163
559959,ids,ENSDARG00000071699
567720,idua,ENSDARG00000062904
563849,sgsh,ENSDARG00000032087
565246,si:dkey-192p21.6,ENSDARG00000091212
560126,naglu,ENSDARG00000030156
559228,hyal2b,ENSDARG00000062997
100004557,hyal3,ENSDARG00000036818
791189,hyal6,ENSDARG00000038166
567869,hyal2a,ENSDARG00000059931
794381,si:dkey-78a14.4,ENSDARG00000036066
449801,zgc:103601,ENSDARG00000105636
474321,pgm3,ENSDARG00000024654
393123,sepsecs,ENSDARG00000033861
436842,tpmt.1,ENSDARG00000055974
794311,fmo5,ENSDARG00000016357
554105,prdx5,ENSDARG00000055064
541344,prdx1,ENSDARG00000058734
570477,prdx4,ENSDARG00000069013
373079,prdx3,ENSDARG00000032102
553239,lrata,ENSDARG00000037278
553501,lratb,ENSDARG00000096594 ENSDARG00000104660
100004076,rpe65c,ENSDARG00000054420
553653,amacr,ENSDARG00000057435
437022,tyrp1b,ENSDARG00000056151
100333145,tyrp1a,ENSDARG00000029204
556193,sgms2a,ENSDARG00000052520
566563,sgms1,ENSDARG00000029621
557919,adpgk,ENSDARG00000063525
550349,pdss1,ENSDARG00000017910
436624,pdss2,ENSDARG00000012563
567541,gxylt2,ENSDARG00000044191
556315,gxylt1b,ENSDARG00000022550
403029,pofut1,ENSDARG00000008953
777668,pofut2,ENSDARG00000045175
493633,mfng,ENSDARG00000042925
414848,rfng,ENSDARG00000019746
30158,lfng,ENSDARG00000037879
337685,ogt.1,ENSDARG00000105243
652952,ogt.2,ENSDARG00000099455
641495,poglut1,ENSDARG00000053463
799443,b3glcta,ENSDARG00000073917
793471,mocs1,ENSDARG00000078479
100003554,,
100006379,slc4a5,ENSDARG00000104387
568631,slc4a4a,ENSDARG00000013730
566499,slc16a10,ENSDARG00000020984
337675,slc25a12,ENSDARG00000102362
571483,slc18a1,ENSDARG00000078157
553304,slc18a2,ENSDARG00000015110
100073336,folr,ENSDARG00000102442
559308,slc36a1,ENSDARG00000075618
100332592,,ENSDARG00000067567
368923,slc6a22.1,ENSDARG00000000730
492490,slc6a1b,ENSDARG00000039647
561188,zgc:165507,ENSDARG00000098258
368274,slc16a1b,ENSDARG00000068572
394083,slc33a1,ENSDARG00000020085
559347,slc18a3a,ENSDARG00000006356
767760,slc17a5,ENSDARG00000055190
503537,slc29a2,ENSDARG00000001767
101887173,slc29a3,ENSDARG00000077828
563580,slc29a1a,ENSDARG00000101289
100002010,abcc1,ENSDARG00000104719
415189,slc25a11,ENSDARG00000035741
405838,slc13a3,ENSDARG00000069478
100002129,slc1a5,ENSDARG00000099186
368885,slc1a4,ENSDARG00000000551
567420,slc7a10a,ENSDARG00000008100
790938,zgc:158423,ENSDARG00000055791
559627,slc7a1,ENSDARG00000016439
494041,slc7a2,ENSDARG00000037097
492363,slc7a3,ENSDARG00000020645
566537,slc38a2,ENSDARG00000045886
100150665,slc6a14,ENSDARG00000029866
436921,slc38a5b,ENSDARG00000014587
560478,slc25a26,ENSDARG00000058208
57957,slc7a6,ENSDARG00000054423
791156,slc25a15a,ENSDARG00000063539
100321249,slc23a2,ENSDARG00000017365
559435,slc23a1,ENSDARG00000015033
322811,atp6v0d1,ENSDARG00000069090
561117,atp6v0a2b,ENSDARG00000035565
321724,atp6v0b,ENSDARG00000031681
393935,atp6v1d,ENSDARG00000011175
325402,atp6v0cb,ENSDARG00000036577
335025,atp6v1g1,ENSDARG00000022315
192335,atp6v1e1b,ENSDARG00000030694
359839,atp6v1ba,ENSDARG00000013443
450017,atp6v0e1,ENSDARG00000101794
359840,atp6v1b2,ENSDARG00000043465
436799,atp6v1f,ENSDARG00000045543
286779,atp6v1h,ENSDARG00000006370
327067,slc25a4,ENSDARG00000027355
192321,slc25a5,ENSDARG00000092553
566370,slc25a6,ENSDARG00000005853
798575,slc32a1,ENSDARG00000059775
796312,slc5a6b,ENSDARG00000014599
557854,slc19a3a,ENSDARG00000006447
336147,abcc5,ENSDARG00000061233
368620,abcc4,ENSDARG00000058953
556684,slc15a2,ENSDARG00000032010
799259,,
100000685,slc22a5,ENSDARG00000101021
406424,slc22a2,ENSDARG00000030530
558924,abca1a,ENSDARG00000074635
406537,slc13a2,ENSDARG00000053853
503788,slc13a5a,ENSDARG00000077691
795332,slc25a1b,ENSDARG00000076381
563818,slc26a4,ENSDARG00000069431
100005108,slc26a6,ENSDARG00000055835
563896,slc26a3.2,ENSDARG00000003615
557046,slc26a2,ENSDARG00000011618
100004536,slc35a1,ENSDARG00000040180
567544,slc6a8,ENSDARG00000043646
393822,slc22a4,ENSDARG00000005335
393833,slc25a20,ENSDARG00000040401
100007704,slc7a8a,ENSDARG00000075831
100151597,slc7a11,ENSDARG00000071384
557757,slc3a1,ENSDARG00000017165
494042,slc43a2b,ENSDARG00000061120
555778,slc2a1a,ENSDARG00000001437
436916,slc2a3a,ENSDARG00000013295
403024,slc25a19,ENSDARG00000100385
565776,slc6a2,ENSDARG00000016141
80787,slc6a3,ENSDARG00000004219
560358,slc2a11a,ENSDARG00000053961
564815,slc5a9,ENSDARG00000005518
100332610,si:ch1073-100f3.2,ENSDARG00000097890
406465,slc37a4a,ENSDARG00000038106
373140,slc2a8,ENSDARG00000104278
322493,slc2a2,ENSDARG00000056196
393654,slc5a1,ENSDARG00000013871
494047,slc35c1,ENSDARG00000104669
560602,slc2a6,ENSDARG00000058731
100330897,slc2a3b,ENSDARG00000037861
393510,slc2a12,ENSDARG00000036865
798023,slc2a9l2,
405862,slc5a2,ENSDARG00000100919
393339,slc5a12,ENSDARG00000005004
100007379,si:dkeyp-9d4.5,ENSDARG00000074212
568338,slc5a3b,ENSDARG00000077812
494492,slc17a6a,ENSDARG00000001127
563467,slc17a8,ENSDARG00000057728
445054,slc25a55b,ENSDARG00000013749
571044,si:dkey-201c1.2,ENSDARG00000020718
100034467,si:ch211-132b12.1,ENSDARG00000061480
494490,slc6a9,ENSDARG00000018534
494450,slc6a5,ENSDARG00000067964
447923,aqp8a.1,ENSDARG00000045141
566075,slc4a2a,ENSDARG00000028173
568872,slc4a7,ENSDARG00000073952
393312,slc25a27,ENSDARG00000042873
83908,ucp1,ENSDARG00000023151
100009631,slc43a1b,ENSDARG00000037748
559440,slc2a13b,ENSDARG00000076899
492334,slc5a11,ENSDARG00000019932
557884,slc16a8,ENSDARG00000045153
606660,aqp9a,
798983,slc4a10a,ENSDARG00000063133
557494,slc4a8,ENSDARG00000015531
562904,slc9a2,ENSDARG00000058780
565213,slc9a5,ENSDARG00000078560
568314,slc9a3.2,ENSDARG00000036722
494043,slc9a8,ENSDARG00000020699
554532,slc9a7,ENSDARG00000076754
402931,slc35b2,ENSDARG00000007886
393255,slc46a1,ENSDARG00000026149
565599,slc34a1b,ENSDARG00000054658
558346,slc20a2,ENSDARG00000060796
321541,slc20a1b,ENSDARG00000010641
567865,slco4a1,ENSDARG00000075948
570448,si:dkey-88i8.2,ENSDARG00000068296
561627,si:ch211-234h8.7,ENSDARG00000028583
387592,slc13a1,ENSDARG00000045638
641560,slc7a7,ENSDARG00000055226
327138,slc26a11,ENSDARG00000043021
791185,slc26a1,ENSDARG00000029832
100038771,slc13a4,ENSDARG00000059053
556480,slc6a6a,ENSDARG00000012534
562772,slco1c1,ENSDARG00000016749
323737,slc35b4,ENSDARG00000071087
559707,slc35a3a,ENSDARG00000013222
445400,slc35d1a,ENSDARG00000011973
555288,slc35a2,ENSDARG00000058990
326634,slc14a2,ENSDARG00000051914
561445,slc5a5,ENSDARG00000005392
58108,fth1a,ENSDARG00000015551
436651,fthl27,ENSDARG00000031776
447905,entpd2a.1,ENSDARG00000035506
324307,atp6v0a1a,ENSDARG00000020847
449655,atp6v1c1b,ENSDARG00000035880
553767,atpv0e2,ENSDARG00000059057
406342,tcirg1b,ENSDARG00000105142
100003139,tcirg1a,ENSDARG00000016835
368907,atp6v1c1a,ENSDARG00000023967
553691,atp6v0a1b,ENSDARG00000015174
192336,atp6v0ca,ENSDARG00000057853
195824,atp6ap1b,ENSDARG00000037153
561469,atp6v0a2a,ENSDARG00000035538
140519,ATP6,
553755,atp5fa1,ENSDARG00000010149
394151,atp5mc3a,ENSDARG00000017775
336957,atp5f1c,ENSDARG00000045514
393675,atp5pd,ENSDARG00000098355
406301,atp5mc1,ENSDARG00000056008
326977,atp5l,ENSDARG00000011841
767750,atp5meb,ENSDARG00000068940
335191,atp5po,ENSDARG00000001788
406599,atp5pf,ENSDARG00000014313
449787,atp5pb,ENSDARG00000011553
559659,atp5mea,ENSDARG00000078113
402883,atp5mf,ENSDARG00000037867
335709,atp5f1d,ENSDARG00000019404
81541,atp5mc3b,ENSDARG00000009447
798291,atp5f1e,ENSDARG00000095897
140520,ATP8,
436789,nme5,ENSDARG00000041617
321485,taf9,ENSDARG00000077870
566998,pde4d,ENSDARG00000032761
565706,pde4ba,ENSDARG00000032868
572061,pde4a,ENSDARG00000032344
791145,pde8a,ENSDARG00000087941
100151215,pde7a,ENSDARG00000045305
571011,pde8b,ENSDARG00000063706
751668,gck,ENSDARG00000068006
436619,acy3.2,ENSDARG00000005525
558487,eno4,ENSDARG00000070598
327346,mtmr6,ENSDARG00000016794
553687,plpp6,ENSDARG00000043527
445172,phpt1,ENSDARG00000045567
678558,mtmr7a,ENSDARG00000037101
402958,plpp7a,ENSDARG00000103712
333974,gclm,ENSDARG00000018953
796295,dpm2,ENSDARG00000095623
393782,dpm3,ENSDARG00000058650
792268,galk2,ENSDARG00000004059
793609,hdc,ENSDARG00000075454
436981,pde6d,ENSDARG00000074892
554700,pde6gb,ENSDARG00000101984
573723,acadvl,ENSDARG00000016687
566019,acss3,ENSDARG00000032218
100384898,ugt2b3,ENSDARG00000093043
492476,csad,ENSDARG00000026348
101887190,qdprb2,ENSDARG00000086859 ENSDARG00000090118
60640,cyp19a1b,ENSDARG00000098360
30390,cyp19a1a,ENSDARG00000041348
493784,aicda,ENSDARG00000015734
445129,sdhc,ENSDARG00000038608
445500,sdhdb,ENSDARG00000030139
