ncbi_id,gene_name,flag_functional
116517,adh5,True
282559,aldh3b1,True
557008,aldh3b2,True
751785,aldh1a3,True
337599,zgc:172121,True
402874,eno2,True
378963,eno3,True
334116,eno1a,True
393668,eno1b,True
572518,oat,True
393970,acy1,True
114426,odc1,True
100008541,tdo2a,True
334082,tdo2b,True
406651,ddc,True
571911,fdft1,True
436747,ldhbb,True
30497,ldhba,True
30496,ldha,True
436647,aldh6a1,True
550579,idh3g,True
393926,idh3a,True
415247,idh3b,True
565235,aldh5a1,True
556229,aass,True
30207,tyr,True
445326,akr1a1a,True
799805,akr1a1b,True
431723,tha1,True
445505,fbp2,True
282672,fbp1b,True
335231,fbp1a,True
556291,gnpda2,True
550565,gnpda1,True
567861,gfpt1,True
322055,cth,True
64608,alas1,True
64607,alas2,True
569581,mut,True
406615,gpd1c,True
325181,gpd1b,True
550404,gpd1a,True
449663,gpd1l,True
100136866,zgc:172295,True
751628,gpd2,True
436958,gpat3,True
558437,gpat2,True
100332911,gpam,True
678522,gpat4,True
567414,agpat9l,True
393393,adprm,True
436909,khk,True
567019,ptpmt1,True
368415,ptenb,True
794088,ptena,True
570613,sord,True
431743,gmppaa,True
393469,gmppab,True
445097,gmppb,True
393461,gmds,True
266987,cbsb,True
550524,cbsa,True
393714,cdo1,True
326857,gclc,True
562854,lap3,True
322533,anpepb,True
555478,si:ch211-106j24.1,True
322660,upb1,True
378968,abat,True
406283,acadm,True
81882,dhfr,True
100333269,aldh1l2,True
406746,fpgs,True
100034522,mthfd1l,True
260441,mthfd1b,True
394021,shmt1,True
100144628,shmt2,True
378847,mtr,True
791130,galt,True
394000,pgm1,True
405822,pgm2,True
393143,umps,True
404623,uprt,True
405829,dpydb,True
100334830,kynu,True
550372,afmid,True
474331,dolpp1,True
751635,alg5,True
445202,dpm1,True
793926,tkfc,True
572335,gnpat,True
560753,tpi1b,True
192309,tpi1a,True
799960,dolk,True
563589,chkb,True
558499,chka,True
100170938,chata,True
100331020,chdh,True
114549,ache,True
553452,si:dkey-180p18.9,True
560827,prps1b,True
140620,prps1a,True
415207,rbks,True
406661,nudt9,True
415176,nudt5,True
407673,rpia,True
406367,gapdhs,True
317743,gapdh,True
450077,dera,True
378713,tktb,True
557518,tkta,True
336425,aldoaa,True
792692,aldoca,True
406496,aldoab,True
321664,aldob,True
369193,aldocb,True
572027,ppat,True
337784,hlcs,True
555376,btd,True
393938,fh,True
334431,adsl,True
393423,asl,True
337412,bcat1,True
436949,bcat2,True
449829,galk1,True
450083,gla,True
431739,cmah,True
561018,cmasa,True
492781,mvda,True
553523,trit1,True
553513,idi1,True
140622,atic,True
338306,impdh1b,True
431724,impdh1a,True
317745,impdh2,True
406259,hprt1,True
553639,gmpr,True
678545,gmpr2,True
550502,adss,True
192305,adssl,True
407989,adssl1,True
555401,aoc1,True
431716,sat1a.2,True
436827,sat2b,True
565700,sat1a.1,True
556522,agmat,True
436884,tyw3,True
553534,nsun3,True
791999,mettl6,True
564925,trmt12,True
560620,hemk1,True
100004331,hal,True
445288,acads,True
406421,acox3,True
449662,acox1,True
100002035,acsm3,True
571850,miox,True
437018,impa1,True
553595,impa2,True
100126013,nagk,True
322420,chia.6,True
406338,chia.2,True
337333,chia.4,True
406819,chia.3,True
791728,renbp,True
100004977,mthfd2,True
321621,gldc,True
567547,mthfr,True
393559,gmps,True
393845,pde6c,True
553270,pde5ab,True
559332,pde6b,True
564389,pde9al,True
560682,pycr3,True
100149838,pycr1b,True
393799,pycr1a,True
100003675,p4ha1b,True
562774,p4ha1a,True
373132,p4ha2,True
563281,p4ha3,True
100333321,prodha,True
393330,zgc:64002,True
100330160,nampta,True
447878,acot7,True
406648,ppt1,True
405845,zgc:77118,True
393135,zgc:55621,True
619258,zgc:113969,True
100126133,ppt2,True
393657,zgc:66024,True
550422,pecr,True
550550,mecr,True
394156,acadl,True
559656,acsl3b,True
100006023,acsbg1,True
445175,acsl1b,True
555308,acsl1a,True
447860,acsl5,True
567157,acsl3a,True
335159,acsbg2,True
334561,acsl4b,True
566863,acsl6,True
393622,acsl4a,True
494096,zgc:101540,True
553981,sptlc1,True
445168,sptlc3,True
553646,sptlc2a,True
557286,sptlc2b,True
565743,pld2,True
556641,pld1a,True
799278,si:ch211-168k14.2,True
572492,pld1b,True
436622,zgc:92162,True
641423,zgc:123275,True
402802,pla2g12a,True
559087,pla2g4ab,True
30554,pla2g4aa,True
571738,pla2g1b,True
406739,pla2g12b,True
406370,pla2g6,True
327566,lpcat4,True
553683,lpcat2,True
555969,lpcat1,True
555566,lpcat3,True
570720,cept1b,True
322605,chpt1,True
322670,aco2,True
568448,aco1,True
792824,pgp,True
30354,lpl,True
767657,abhd12,True
799085,abhd6a,True
378960,mgll,True
393984,aacs,True
394190,hmgcl,True
100037356,bdh1,True
550507,bdh2,True
322372,fah,True
445287,hpdb,True
394142,hpda,True
751093,mif,True
641488,ugt1a1,True
406731,ugt1ab,True
570913,ugt5g1,True
553952,ugt2a2,True
100006320,ugt2a1,True
792506,zgc:172315,True
192315,uxs1,True
393305,hyi,True
794667,otc,True
393526,mtap,True
406433,dhdhl,True
449558,zgc:101723,True
378446,dhcr7,True
563363,cyp11a2,True
80374,cyp11a1,True
494102,dhcr24,True
564424,soat1,True
322481,cel.1,True
406713,lipf,True
573994,cell,True
394148,cyp7a1,True
406528,tdh,True
555330,etnk2,True
565971,etnk1,True
562316,kl,True
571441,gusb,True
450068,asah1a,True
550266,acer1,True
100331179,acer2,True
493602,asah2,True
393549,asah1b,True
791197,zgc:158263,True
558496,cerk,True
553944,ugcg,True
796436,lct,True
559072,gba,True
553508,ugt8,True
406696,pgk1,True
321928,phgdh,True
570678,glyctk,True
436903,bpgm,True
323107,pgam1a,True
327165,pgam1b,True
572733,pgam2,True
403070,rgn,True
406762,pgd,True
334897,rpe,True
436919,ada,True
402953,pnp6,True
791647,pnp5a,True
437016,tk2,True
327590,tk1,True
322732,alox12,True
567204,alox5a,True
436646,galm,True
559001,fasn,True
619247,aasdhppt,True
564111,mcat,True
393350,xylb,True
336798,ggps1,True
552997,fdps,True
449945,pgm2l1,True
550332,dctd,True
553701,gda,True
548343,glb1,True
569980,bckdhb,True
554124,bckdha,True
64265,aox5,True
570457,aox6,True
393864,naprt,True
336977,hagh,True
560486,xdh,True
100000859,ehhadh,True
393105,hsd17b4,True
450078,hsd17b10,True
445121,hadh,True
563180,g6pca.2,True
791448,qdprb1,True
563255,zgc:171517,True
566323,qdpra,True
378962,pah,True
394161,cds2,True
100002015,cds1,True
404620,cdipt,True
322780,nansa,True
553795,nanp,True
100148292,npl,True
554136,spra,True
352943,tph1a,True
407712,tph2,True
30384,th,True
368229,pmm2,True
613246,mpi,True
324556,taldo1,True
550398,srd5a2a,True
560717,srd5a3,True
767715,srd5a1,True
64815,hsd17b8,True
373131,hsd3b2,True
553532,hsd3b1,True
393335,hsd17b3,True
393592,cyp2p9,True
797309,cyp2j20,True
387527,cyp4t8,True
100034366,cyp2p8,True
100150054,cyp1b1,True
140634,cyp1a,True
553969,cyp3a65,True
399485,cyp2p10,True
405861,pccb,True
437019,pcca,True
494065,dhodh,True
503707,upp1,True
393113,upp2,True
402979,cdab,True
559958,cdaa,True
30095,ckma,True
799492,ckmt2b,True
140744,ckbb,True
321892,ckmt1,True
796865,gamt,True
550327,pcyt1aa,True
555725,pcyt1bb,True
553770,pcyt1ab,True
100001552,pcyt1ba,True
550282,dcxr,True
394009,srm,True
558088,cpt1aa,True
100005717,cpt2,True
560000,cpt1ab,True
100331840,sphk1,True
368262,dlst,True
557979,aadat,True
553792,fpgt,True
447864,ass1,True
393315,ccbl2,True
368242,kmo,True
100005067,dguok,True
394060,hmgcs1,True
352924,txnrd1,True
100330864,LOC100330864,True
30733,rrm2,True
30740,rrm1,True
405867,crls1,True
445494,pgls,True
569348,h6pd,True
450016,pcyt2,True
553433,pisd,True
393127,pemt,True
557632,si:ch211-197l9.4,True
554143,gnpnat1,True
402981,amdhd2,True
559054,hmgcra,True
541479,hmgcrb,True
445182,auh,True
567734,dtymk,True
449835,dut,True
81540,tyms,True
436604,uox,True
406539,amy2a,True
393400,zgc:66313,True
567798,agla,True
553655,pygma,True
493916,pygl,True
403051,pygb,True
793137,lcat,True
116713,aldh1a2,True
445242,hnmt,True
562149,sdhb,True
393884,sdha,True
404730,mao,True
436893,coq3,True
404232,chst11,True
407076,chst12a,True
565671,si:ch211-236h17.3,True
399692,cyp17a1,True
793249,cyp21a2,True
386661,scd,True
553734,scdb,True
563806,plpp2a,True
335485,plpp2b,True
559124,ppap2d,True
557680,plpp3,True
794598,LOC794598,True
100150463,dgke,True
553380,dgkza,True
724010,dgkaa,True
567728,LOC567728,True
406734,agpat3,True
572841,mboat1,True
406554,lclat1,True
570695,mboat2a,True
777624,agpat2,True
406265,agpat4,True
767778,agpat5,True
492477,mvk,True
393096,lipg,True
393997,lipca,True
100148912,aadac,True
325875,dgat1a,True
565316,dgat2,True
799964,ptgesl,True
544666,ptges,True
336492,ptgdsb.1,True
559148,ptgis,True
792041,tbxas1,True
100144569,dpys,True
394052,ftcd,True
402826,si:ch73-71d17.1,True
450000,amt,True
100332843,mthfs,True
64674,mibp,True
386710,mibp2,True
541321,nmrk1,True
449537,hsd17b2,True
327417,hsd17b12a,True
322626,hsd17b12b,True
768185,hsd17b7,True
402842,hsd17b1,True
541429,aoc2,True
436959,blvrb,True
767661,blvra,True
572649,bbox1,True
436989,allc,True
494056,zgc:103559,True
100037312,sgpl1,True
406474,adob,True
436771,hccsa.1,True
58016,hccsb,True
393860,gcdha,True
259189,hgd,True
368213,glo1,True
100332609,pnmt,True
565370,comtb,True
30505,dbh,True
556700,smpd1,True
557756,enpp7.1,True
567592,smpd5,True
567548,smpd2a,True
797914,smpd2b,True
568381,smpd3,True
793294,smpd4,True
557817,enpp7.2,True
569930,zgc:153896,True
337696,cbr1l,True
373866,cbr1,True
751596,cryl1,True
541388,dbt,True
492518,haao,True
553401,hadhaa,True
368912,echs1,True
793834,hadhab,True
571967,ido1,True
327453,pfkfb1,True
664696,tigara,True
564852,pfkfb2b,True
393983,pfkfb2a,True
556190,pfkfb4a,True
386663,pfkfb4b,True
393160,tigarb,True
554477,pfkfb3,True
570579,g6pd,True
246095,gpib,True
246094,gpia,True
406278,ggctb,True
560986,pnpla6,True
393722,lypla2,True
503936,pnpla7b,True
334270,agk,True
553804,mcee,True
568096,olah,True
322228,bhmt,True
324900,txndc12,True
100333777,hsd11b1lb,True
80872,sms,True
799528,sqlea,True
30685,aanat2,True
393677,aanat1,True
556744,uroc1,True
556702,yars2,True
368235,yars,True
393487,pank4,True
565059,pank1b,True
394114,kdsr,True
792787,aars2,True
324940,aars,True
406799,sdr16c5b,True
406575,lta4h,True
100003999,eevs,True
796025,zgc:162544,True
100141344,asmt,True
798364,hibch,True
404731,uros,True
352929,gpx4b,True
352928,gpx4a,True
436754,gstz1,True
30617,urod,True
795400,lss,True
569363,tpo,True
321294,cpox,True
664750,ppox,True
393887,wwox,True
402945,dhrs13l1,True
568001,pfkmb,True
560944,pfkpa,True
570106,pfkla,True
447836,pfkma,True
561416,pfkpb,True
100003383,pmvk,True
393753,ppcdc,True
447891,sc5d,True
100006223,si:dkey-266f7.9,True
436600,ebp,True
393912,b4galt6,True
556956,pi4kaa,True
406667,pi4k2a,True
563201,pi4kb,True
564750,pi4k2b,True
548346,pik3c3,True
100330514,pik3c2g,True
571356,pik3c2a,True
100036767,plod2,True
556077,plod3,True
777635,plod1a,True
567859,si:ch211-114l13.7,True
100003546,colgalt2,True
555899,si:ch211-160o17.2,True
100037338,inpp5ka,True
569568,inpp5j,True
641571,inpp5l,True
563343,prune,True
406290,itpk1a,True
100148744,itpk1b,True
563019,itpkb,True
368717,itpka,True
394075,minpp1b,True
337489,plcd1b,True
568288,plce1,True
100001532,plcb3,True
373867,plcg1,True
555443,plcd1a,True
565669,plcd4a,True
561747,plcg2,True
569040,plcd3a,True
555271,tmlhe,True
492549,pip5k1ab,True
449831,pip5k1ba,True
100149843,pip5kl1,True
447840,pip5k1bb,True
798876,pip5k1ca,True
553629,pip5k1aa,True
406736,mgst3a,True
100124622,gsta.2,True
324366,gstm.1,True
563972,gstt1a,True
431762,mgst1.2,True
799288,gsta3,True
406703,gsta.1,True
436833,gstk1,True
79381,gstp1,True
436894,gsto1,True
553169,gstp2,True
723997,mgst2,True
568744,gstm.3,True
571365,gstm.2,True
567275,mgst3b,True
449784,mgst1.1,True
566872,l2hgdh,True
324947,sephs1,True
352933,sps2,True
559537,scly,True
563369,cyp2r1,True
406385,galcb,True
449649,galca,True
393589,rars2,True
337070,rars,True
561673,nars2,True
568332,nars,True
555187,cars2,True
368284,cars,True
394188,qars,True
337230,gars,True
447847,hars,True
100001219,iars2,True
334393,iars,True
100126021,lars2,True
569778,larsb,True
280647,kars,True
566565,mars2,True
338183,mars,True
793097,fars2,True
493608,farsb,True
692329,farsa,True
325494,pars2,True
562037,eprs,True
445405,sars,True
394154,sars2,True
449661,tars,True
393745,wars,True
503745,wars2,True
100170827,vars2,True
114427,vars,True
58074,dct,True
791518,hmox1a,True
393839,scp2a,True
399479,dldh,True
100037390,cyp4f3,True
402830,ehmt1b,True
560793,kmt2ca,True
560856,kmt2ba,True
564575,setmar,True
445198,suv39h1a,True
567970,setd1ba,True
325395,kmt2e,True
768133,ezh2,True
100000709,whsc1,True
563799,ash1l,True
569041,suv420h2,True
751629,setd8a,True
335153,setdb2,True
569250,ehmt2,True
559945,dot1l,True
571274,setd1bb,True
768131,setdb1b,True
664754,ezh1,True
326906,suv39h1b,True
436729,setd7,True
557048,kmt2a,True
100005761,ehmt1a,True
100006350,whsc1l1,True
572849,suv420h1,True
556535,setd1a,True
556086,nsd1a,True
100004770,setd8b,True
566825,kmt2bb,True
556680,mtfmt,True
793735,gal3st1a,True
559850,neu1,True
793046,neu3.4,True
100000684,neu3.5,True
780844,neu3.1,True
445250,neu3.2,True
555206,neu3.3,True
553569,neu4,True
368775,ivd,True
777632,mccc1,True
405863,mccc2,True
58141,gart,True
327512,psat1,True
321193,paics,True
561272,ppcs,True
406624,ggh,True
327462,hsd3b7,True
100073330,pts,True
386801,agps,True
557166,acmsd,True
564649,oxsm,True
560006,inpp4b,True
792527,inpp4ab,True
559403,acaca,True
556236,acacb,True
337236,synj1,True
777716,ocrl,True
563543,inpp5b,True
606579,inpp5e,True
100002302,mri1,True
394033,pafah1b3,True
406470,pla2g7,True
567170,pafah1b2,True
570437,pfas,True
561737,pik3ca,True
394174,pik3cd,True
564261,si:rp71-17i16.5,True
406598,pik3cg,True
100002263,pik3cb,True
574009,alpi.2,True
393982,alpl,True
541539,alpi.1,True
436918,zgc:92030,True
550325,naa40,True
795106,cyp27a1.2,True
565876,si:dkey-91i10.3,True
445281,cyp8b1,True
541416,arsa,True
30659,dnmt3bb.2,True
30430,dnmt1,True
553189,dnmt3ab,True
321084,dnmt3ba,True
317744,dnmt3bb.1,True
553187,dnmt3aa,True
751691,coq6,True
447802,coq5,True
559504,coq7,True
100037331,coq2,True
394135,hibadhb,True
541511,ippk,True
557077,mmab,True
406468,dhdds,True
571144,dars2,True
324025,dars,True
751732,zgc:153247,True
494054,tm7sf2,True
414331,cyp51,True
494077,tsta3,True
790916,ipmkb,True
337690,pikfyve,True
560360,pip4k2aa,True
373124,pip4k2ca,True
494099,ephx2,True
796410,fut9a,True
570248,galnt2,True
100170813,galnt18a,True
553668,galnt7,True
558716,galnt11,True
559073,galnt1,True
568915,si:ch211-15e22.3,True
567794,wbscr17,True
562739,galnt14,True
559373,galnt8b,True
559736,galnt12,True
799387,galnt16,True
797549,galnt9,True
337131,c1galt1b,True
557675,c1galt1a,True
555344,si:dkey-202e17.1,True
564336,st6galnac1.1,True
324510,gcnt4a,True
100332076,gcnt3,True
445562,st3gal2,True
504044,st3gal4,True
791759,piga,True
100136853,pigw,True
570443,pigx,True
393361,pigm,True
556797,pign,True
393448,pigb,True
563446,xylt2,True
560951,xylt1,True
445022,b4galt7,True
572324,b3galt6,True
192334,b3gat3,True
548607,b3gat1a,True
445060,b3gat2,True
560826,csgalnact2,True
793671,csgalnact1a,True
558373,extl2,True
493783,extl3,True
324407,chsy1,True
100000654,chpf2,True
100331155,chpfa,True
497279,ext1a,True
497280,ext1b,True
497281,ext1c,True
493780,ext2,True
394230,st3gal5,True
793635,b4galnt1b,True
553210,st8sia1,True
407715,st6galnac6,True
322609,st6galnac3,True
563594,st6galnac5a,True
751653,st6galnac4,True
387303,gbgt1l4,True
560778,naga,True
566539,dpagt1,True
450072,alg14,True
791470,b3gnt5b,True
336526,b3gnt5a,True
334161,alg1,True
403068,alg2,True
793362,b3gnt2b,True
266797,stt3a,True
556544,si:dkey-199f5.8,True
492760,b4galt4,True
561756,b4galt3,True
567913,mogs,True
100334730,ganab,True
566078,man1a1,True
335538,man1a2,True
562592,man1b1a,True
556237,man1b1,True
393649,mgat1a,True
558524,mgat1b,True
100333987,man2a2,True
100000478,mgat2,True
570828,mgat3b,True
553676,mgat3a,True
431727,mgat4b,True
563038,mgat4a,True
797512,fut8a,True
445376,st6gal1,True
403116,st6gal2a,True
724006,mgat5,True
559521,b3galt1a,True
571003,b3galt1b,True
100331460,LOC100331460,True
565422,LOC565422,True
798349,zgc:194330,True
404633,b3galt2,True
100003996,si:ch73-195i19.3,True
100333524,LOC100333524,True
407614,alg11,True
407659,st3gal3b,True
553725,alg3,True
393598,alg9,True
569494,alg12,True
445327,alg6,True
327601,alg8,True
100331575,alg10,True
327507,tgds,True
751742,uraha,True
557735,urad,True
100002812,phospho1,True
554122,pon3.1,True
568655,pon3.2,True
394043,ephx1,True
677660,retsatl,True
325922,retsat,True
777751,zgc:154169,True
553543,cyp46a1.1,True
564475,cyp39a1,True
570455,cyp7b1,True
336673,ch25hl1.1,True
494109,ch25h,True
324079,adi1,True
100004136,ptdss2,True
393931,ptdss1a,True
791915,enpp6,True
100332039,enpp2,True
447941,apip,True
561410,tat,True
447919,aspdh,True
553384,cox10,True
394181,cox15,True
562714,nfs1,True
550369,nsdhl,True
406828,faxdc2,True
406662,msmo1,True
569769,pomt1,True
563878,pomt2,True
724080,b4galt5,True
317738,elovl6,True
664765,lipt2,True
393528,lias,True
334494,lipt1,True
791159,galns,True
566506,gnsa,True
327635,gnsb,True
563020,hpse,True
562573,hpse2,True
559959,ids,True
567720,idua,True
563849,sgsh,True
565246,si:dkey-192p21.6,True
560126,naglu,True
559228,hyal2b,True
100004557,hyal3,True
791189,hyal6,True
567869,hyal2a,True
794381,si:dkey-78a14.4,True
449801,zgc:103601,True
474321,pgm3,True
393123,sepsecs,True
436842,tpmt.1,True
794311,fmo5,True
554105,prdx5,True
541344,prdx1,True
570477,prdx4,True
373079,prdx3,True
553239,lrata,True
553501,lratb,True
100004076,rpe65c,True
553653,amacr,True
437022,tyrp1b,True
100333145,tyrp1a,True
556193,sgms2,True
566563,sgms1,True
557919,adpgk,True
550349,pdss1,True
436624,pdss2,True
567541,gxylt2,True
556315,gxylt1b,True
403029,pofut1,True
777668,pofut2,True
493633,mfng,True
414848,rfng,True
30158,lfng,True
337685,ogt.1,True
652952,ogt.2,True
641495,poglut1,True
799443,b3glcta,True
793471,mocs1,True
100003554,mocs2,True
100006379,slc4a5,True
568631,slc4a4a,True
566499,slc16a10,True
337675,slc25a12,True
571483,slc18a1,True
553304,slc18a2,True
100073336,zgc:165502,True
559308,slc36a1,True
100332592,slc6a13,True
368923,slc6a22.1,True
492490,slc6a1b,True
561188,zgc:165507,True
368274,slc16a1b,True
394083,slc33a1,True
559347,slc18a3a,True
767760,slc17a5,True
503537,slc29a2,True
101887173,slc29a3,True
563580,slc29a1a,True
100002010,abcc1,True
415189,slc25a11,True
405838,slc13a3,True
100002129,slc1a5,True
368885,slc1a4,True
567420,slc7a10a,True
790938,zgc:158423,True
559627,slc7a1,True
494041,slc7a2,True
492363,slc7a3,True
566537,slc38a2,True
100150665,slc6a14,True
436921,slc38a5b,True
560478,slc25a26,True
57957,slc7a6,True
791156,slc25a15a,True
100321249,slc23a2,True
559435,slc23a1,True
322811,atp6v0d1,True
561117,atp6v0a2b,True
321724,atp6v0b,True
393935,atp6v1d,True
325402,atp6v0cb,True
335025,atp6v1g1,True
192335,atp6v1e1b,True
359839,atp6v1ba,True
450017,atp6v0e1,True
359840,atp6v1b2,True
436799,atp6v1f,True
286779,atp6v1h,True
327067,slc25a4,True
192321,slc25a5,True
566370,slc25a6,True
798575,slc32a1,True
796312,slc5a6b,True
557854,slc19a3a,True
336147,abcc5,True
368620,abcc4,True
556684,slc15a2,True
799259,LOC799259,True
100000685,slc22a5,True
406424,slc22a2,True
558924,abca1a,True
406537,slc13a2,True
503788,slc13a5a,True
795332,slc25a1b,True
563818,slc26a4,True
100005108,slc26a6,True
563896,slc26a3.2,True
557046,slc26a2,True
100004536,slc35a1,True
567544,slc6a8,True
393822,slc22a4,True
393833,slc25a20,True
100007704,slc7a8a,True
100151597,slc7a11,True
557757,slc3a1,True
494042,slc43a2b,True
555778,slc2a1a,True
436916,slc2a3a,True
403024,slc25a19,True
565776,slc6a2,True
80787,slc6a3,True
560358,slc2a11a,True
564815,slc5a9,True
100332610,si:ch1073-100f3.2,True
406465,slc37a4a,True
373140,slc2a8,True
322493,slc2a2,True
393654,slc5a1,True
494047,slc35c1,True
560602,slc2a6,True
100330897,slc2a3b,True
